1_3, 350, 250, 100, 1.72
 2_2, 270, 180, 150, 0.66
 3_2, 270, 180, 150, 2.0
 4_3, 350, 250, 100, 0.11
 5_1, 220, 190, 90, 0.62
 6_3, 350, 250, 100, 0.29
 7_1, 220, 190, 90, 0.91
 8_4, 410, 310, 280, 8.38
 9_3, 350, 250, 100, 4.58
 10_4, 410, 310, 280, 2.68
 11_3, 350, 250, 100, 6.42
 12_1, 220, 190, 90, 0.44
 13_3, 350, 250, 100, 4.98
 14_4, 410, 310, 280, 2.19
 15_4, 410, 310, 280, 9.0
 16_2, 270, 180, 150, 1.86
 17_1, 220, 190, 90, 0.27
 18_3, 350, 250, 100, 0.29
 19_4, 410, 310, 280, 3.99
 20_4, 410, 310, 280, 2.15
 21_4, 410, 310, 280, 4.23
 22_1, 220, 190, 90, 0.75
 23_3, 350, 250, 100, 6.08
 24_4, 410, 310, 280, 9.08
 25_3, 350, 250, 100, 2.52
 26_3, 350, 250, 100, 3.14
 27_2, 270, 180, 150, 1.7
 28_5, 480, 380, 340, 1.29
 29_4, 410, 310, 280, 3.6
 30_5, 480, 380, 340, 18.22
 31_3, 350, 250, 100, 5.34
 32_1, 220, 190, 90, 0.23
 33_1, 220, 190, 90, 0.51
 34_4, 410, 310, 280, 0.76
 35_3, 350, 250, 100, 2.13
 36_5, 480, 380, 340, 24.65
 37_4, 410, 310, 280, 6.96
 38_4, 410, 310, 280, 10.06
 39_4, 410, 310, 280, 0.07
 40_1, 220, 190, 90, 0.83
 41_4, 410, 310, 280, 6.38
 42_4, 410, 310, 280, 1.74
 43_4, 410, 310, 280, 1.7
 44_1, 220, 190, 90, 0.13
 45_4, 410, 310, 280, 3.34
 46_1, 220, 190, 90, 0.35
 47_2, 270, 180, 150, 0.58
 48_4, 410, 310, 280, 10.65
 49_3, 350, 250, 100, 1.53
 50_4, 410, 310, 280, 4.87
 51_1, 220, 190, 90, 0.25
 52_3, 350, 250, 100, 3.04
 53_3, 350, 250, 100, 0.82
 54_4, 410, 310, 280, 10.35
 55_4, 410, 310, 280, 9.31
 56_1, 220, 190, 90, 0.09
 57_1, 220, 190, 90, 0.36
 58_4, 410, 310, 280, 3.2
 59_3, 350, 250, 100, 0.8
 60_2, 270, 180, 150, 1.01
 61_3, 350, 250, 100, 0.13
 62_4, 410, 310, 280, 0.68
 63_5, 480, 380, 340, 26.33
 64_4, 410, 310, 280, 5.8
 65_1, 220, 190, 90, 0.37
 66_4, 410, 310, 280, 4.83
 67_1, 220, 190, 90, 0.74
 68_4, 410, 310, 280, 1.63
 69_3, 350, 250, 100, 2.71
 70_3, 350, 250, 100, 6.14
 71_3, 350, 250, 100, 1.62
 72_1, 220, 190, 90, 0.0
 73_1, 220, 190, 90, 0.81
 74_2, 270, 180, 150, 1.31
 75_3, 350, 250, 100, 0.37
 76_1, 220, 190, 90, 0.14
 77_5, 480, 380, 340, 5.82
 78_3, 350, 250, 100, 2.25
 79_2, 270, 180, 150, 1.66
 80_2, 270, 180, 150, 1.05
 81_3, 350, 250, 100, 4.85
 82_3, 350, 250, 100, 6.34
 83_5, 480, 380, 340, 12.21
 84_4, 410, 310, 280, 1.01
 85_4, 410, 310, 280, 6.82
 86_3, 350, 250, 100, 5.11
 87_2, 270, 180, 150, 1.61
 88_4, 410, 310, 280, 3.46
 89_1, 220, 190, 90, 0.4
 90_4, 410, 310, 280, 8.11
 91_1, 220, 190, 90, 0.3
 92_2, 270, 180, 150, 0.06
 93_3, 350, 250, 100, 5.53
 94_3, 350, 250, 100, 5.84
 95_3, 350, 250, 100, 1.62
 96_1, 220, 190, 90, 0.55
 97_3, 350, 250, 100, 3.89
 98_4, 410, 310, 280, 3.91
 99_4, 410, 310, 280, 1.89
 100_3, 350, 250, 100, 4.88
 
