1_3, 350, 250, 100, 3.59
 2_3, 350, 250, 100, 1.03
 3_2, 270, 180, 150, 2.49
 4_4, 410, 310, 280, 2.92
 5_2, 270, 180, 150, 2.02
 6_1, 220, 190, 90, 0.71
 7_3, 350, 250, 100, 6.32
 8_3, 350, 250, 100, 6.32
 9_2, 270, 180, 150, 0.51
 10_3, 350, 250, 100, 3.69
 11_1, 220, 190, 90, 0.64
 12_5, 480, 380, 340, 7.66
 13_4, 410, 310, 280, 9.76
 14_3, 350, 250, 100, 5.01
 15_4, 410, 310, 280, 8.76
 16_2, 270, 180, 150, 1.27
 17_5, 480, 380, 340, 25.47
 18_2, 270, 180, 150, 2.32
 19_1, 220, 190, 90, 0.68
 20_5, 480, 380, 340, 2.22
 21_2, 270, 180, 150, 2.04
 22_3, 350, 250, 100, 0.05
 23_2, 270, 180, 150, 1.69
 24_4, 410, 310, 280, 7.37
 25_3, 350, 250, 100, 0.47
 26_3, 350, 250, 100, 1.16
 27_4, 410, 310, 280, 9.44
 28_2, 270, 180, 150, 0.62
 29_5, 480, 380, 340, 15.18
 30_4, 410, 310, 280, 0.99
 31_4, 410, 310, 280, 7.65
 32_3, 350, 250, 100, 5.34
 33_2, 270, 180, 150, 1.2
 34_4, 410, 310, 280, 1.86
 35_3, 350, 250, 100, 4.87
 36_3, 350, 250, 100, 6.39
 37_1, 220, 190, 90, 0.32
 38_3, 350, 250, 100, 5.69
 39_3, 350, 250, 100, 1.48
 40_1, 220, 190, 90, 0.15
 41_3, 350, 250, 100, 3.01
 42_3, 350, 250, 100, 6.42
 43_3, 350, 250, 100, 3.91
 44_3, 350, 250, 100, 5.0
 45_3, 350, 250, 100, 4.32
 46_2, 270, 180, 150, 0.86
 47_4, 410, 310, 280, 8.03
 48_3, 350, 250, 100, 6.32
 49_5, 480, 380, 340, 21.72
 50_2, 270, 180, 150, 1.59
 51_3, 350, 250, 100, 1.17
 52_2, 270, 180, 150, 1.2
 53_4, 410, 310, 280, 6.85
 54_4, 410, 310, 280, 1.51
 55_4, 410, 310, 280, 7.66
 56_1, 220, 190, 90, 0.72
 57_2, 270, 180, 150, 0.29
 58_2, 270, 180, 150, 1.34
 59_4, 410, 310, 280, 10.84
 60_5, 480, 380, 340, 12.94
 61_3, 350, 250, 100, 0.57
 62_4, 410, 310, 280, 2.0
 63_2, 270, 180, 150, 0.71
 64_1, 220, 190, 90, 0.22
 65_3, 350, 250, 100, 1.59
 66_2, 270, 180, 150, 1.07
 67_2, 270, 180, 150, 0.96
 68_1, 220, 190, 90, 0.91
 69_1, 220, 190, 90, 0.97
 70_2, 270, 180, 150, 2.33
 71_3, 350, 250, 100, 0.51
 72_5, 480, 380, 340, 17.64
 73_3, 350, 250, 100, 2.4
 74_2, 270, 180, 150, 0.12
 75_4, 410, 310, 280, 1.85
 76_3, 350, 250, 100, 4.4
 77_5, 480, 380, 340, 27.19
 78_3, 350, 250, 100, 4.44
 79_2, 270, 180, 150, 1.37
 80_2, 270, 180, 150, 1.18
 81_1, 220, 190, 90, 0.08
 82_2, 270, 180, 150, 0.58
 83_5, 480, 380, 340, 29.64
 84_3, 350, 250, 100, 6.27
 85_4, 410, 310, 280, 0.5
 86_1, 220, 190, 90, 0.52
 87_4, 410, 310, 280, 6.79
 88_4, 410, 310, 280, 10.05
 89_1, 220, 190, 90, 0.25
 90_3, 350, 250, 100, 5.18
 91_4, 410, 310, 280, 2.59
 92_4, 410, 310, 280, 4.53
 93_3, 350, 250, 100, 2.09
 94_3, 350, 250, 100, 1.93
 95_2, 270, 180, 150, 2.38
 96_4, 410, 310, 280, 5.43
 97_3, 350, 250, 100, 5.41
 98_2, 270, 180, 150, 2.03
 99_3, 350, 250, 100, 5.29
 100_2, 270, 180, 150, 1.23
 
