1_3, 350, 250, 100, 4.67
 2_3, 350, 250, 100, 5.23
 3_1, 220, 190, 90, 0.82
 4_3, 350, 250, 100, 0.97
 5_3, 350, 250, 100, 4.94
 6_1, 220, 190, 90, 0.16
 7_2, 270, 180, 150, 0.79
 8_1, 220, 190, 90, 0.83
 9_5, 480, 380, 340, 28.18
 10_2, 270, 180, 150, 1.29
 11_5, 480, 380, 340, 4.92
 12_4, 410, 310, 280, 2.87
 13_3, 350, 250, 100, 4.27
 14_4, 410, 310, 280, 8.43
 15_2, 270, 180, 150, 1.02
 16_2, 270, 180, 150, 0.27
 17_4, 410, 310, 280, 8.38
 18_4, 410, 310, 280, 7.75
 19_5, 480, 380, 340, 23.63
 20_4, 410, 310, 280, 5.05
 21_3, 350, 250, 100, 5.92
 22_3, 350, 250, 100, 3.31
 23_1, 220, 190, 90, 0.49
 24_2, 270, 180, 150, 1.26
 25_2, 270, 180, 150, 1.15
 26_2, 270, 180, 150, 2.16
 27_3, 350, 250, 100, 1.29
 28_2, 270, 180, 150, 0.24
 29_4, 410, 310, 280, 10.76
 30_1, 220, 190, 90, 0.77
 31_1, 220, 190, 90, 0.67
 32_3, 350, 250, 100, 2.97
 33_3, 350, 250, 100, 4.41
 34_2, 270, 180, 150, 1.31
 35_4, 410, 310, 280, 1.85
 36_5, 480, 380, 340, 15.21
 37_2, 270, 180, 150, 0.87
 38_3, 350, 250, 100, 2.21
 39_1, 220, 190, 90, 0.55
 40_3, 350, 250, 100, 3.92
 41_5, 480, 380, 340, 17.51
 42_2, 270, 180, 150, 1.73
 43_2, 270, 180, 150, 2.39
 44_2, 270, 180, 150, 1.67
 45_3, 350, 250, 100, 2.59
 46_3, 350, 250, 100, 2.07
 47_2, 270, 180, 150, 0.4
 48_5, 480, 380, 340, 29.19
 49_3, 350, 250, 100, 3.46
 50_2, 270, 180, 150, 0.97
 51_3, 350, 250, 100, 1.36
 52_5, 480, 380, 340, 2.37
 53_3, 350, 250, 100, 0.1
 54_2, 270, 180, 150, 1.01
 55_3, 350, 250, 100, 5.73
 56_1, 220, 190, 90, 0.68
 57_2, 270, 180, 150, 1.99
 58_3, 350, 250, 100, 4.89
 59_4, 410, 310, 280, 0.05
 60_4, 410, 310, 280, 4.09
 61_1, 220, 190, 90, 0.53
 62_2, 270, 180, 150, 2.48
 63_3, 350, 250, 100, 5.07
 64_2, 270, 180, 150, 1.44
 65_4, 410, 310, 280, 8.88
 66_3, 350, 250, 100, 1.92
 67_1, 220, 190, 90, 0.57
 68_2, 270, 180, 150, 0.35
 69_1, 220, 190, 90, 0.41
 70_2, 270, 180, 150, 1.63
 71_2, 270, 180, 150, 2.06
 72_4, 410, 310, 280, 4.04
 73_2, 270, 180, 150, 1.09
 74_4, 410, 310, 280, 7.81
 75_3, 350, 250, 100, 0.89
 76_3, 350, 250, 100, 3.11
 77_3, 350, 250, 100, 1.69
 78_3, 350, 250, 100, 2.73
 79_4, 410, 310, 280, 5.8
 80_5, 480, 380, 340, 22.06
 81_3, 350, 250, 100, 5.29
 82_4, 410, 310, 280, 8.73
 83_1, 220, 190, 90, 0.5
 84_2, 270, 180, 150, 1.95
 85_3, 350, 250, 100, 3.73
 86_2, 270, 180, 150, 1.19
 87_4, 410, 310, 280, 5.4
 88_3, 350, 250, 100, 5.79
 89_3, 350, 250, 100, 1.29
 90_5, 480, 380, 340, 29.0
 91_5, 480, 380, 340, 20.48
 92_3, 350, 250, 100, 1.35
 93_1, 220, 190, 90, 0.82
 94_4, 410, 310, 280, 6.96
 95_3, 350, 250, 100, 2.39
 96_4, 410, 310, 280, 1.4
 97_3, 350, 250, 100, 2.26
 98_4, 410, 310, 280, 9.82
 99_4, 410, 310, 280, 3.31
 100_4, 410, 310, 280, 4.74
 
