1_2, 270, 180, 150, 0.25
 2_4, 410, 310, 280, 1.73
 3_2, 270, 180, 150, 0.77
 4_2, 270, 180, 150, 0.94
 5_3, 350, 250, 100, 5.15
 6_2, 270, 180, 150, 0.89
 7_3, 350, 250, 100, 1.23
 8_1, 220, 190, 90, 0.77
 9_4, 410, 310, 280, 5.72
 10_4, 410, 310, 280, 3.57
 11_2, 270, 180, 150, 1.83
 12_5, 480, 380, 340, 18.99
 13_4, 410, 310, 280, 8.84
 14_3, 350, 250, 100, 2.72
 15_1, 220, 190, 90, 0.08
 16_1, 220, 190, 90, 0.29
 17_2, 270, 180, 150, 2.39
 18_3, 350, 250, 100, 5.1
 19_2, 270, 180, 150, 2.47
 20_3, 350, 250, 100, 6.49
 21_3, 350, 250, 100, 0.88
 22_2, 270, 180, 150, 2.38
 23_3, 350, 250, 100, 4.78
 24_3, 350, 250, 100, 1.86
 25_1, 220, 190, 90, 0.57
 26_5, 480, 380, 340, 25.74
 27_5, 480, 380, 340, 10.7
 28_2, 270, 180, 150, 0.96
 29_2, 270, 180, 150, 1.92
 30_3, 350, 250, 100, 1.12
 31_3, 350, 250, 100, 0.89
 32_3, 350, 250, 100, 4.83
 33_5, 480, 380, 340, 25.16
 34_3, 350, 250, 100, 0.35
 35_2, 270, 180, 150, 1.3
 36_3, 350, 250, 100, 5.6
 37_2, 270, 180, 150, 0.3
 38_4, 410, 310, 280, 7.84
 39_1, 220, 190, 90, 0.92
 40_4, 410, 310, 280, 10.92
 41_3, 350, 250, 100, 5.28
 42_2, 270, 180, 150, 1.06
 43_4, 410, 310, 280, 1.05
 44_4, 410, 310, 280, 4.73
 45_4, 410, 310, 280, 3.84
 46_3, 350, 250, 100, 5.45
 47_1, 220, 190, 90, 0.02
 48_3, 350, 250, 100, 2.57
 49_3, 350, 250, 100, 3.88
 50_1, 220, 190, 90, 0.77
 51_3, 350, 250, 100, 3.36
 52_3, 350, 250, 100, 5.08
 53_5, 480, 380, 340, 6.17
 54_3, 350, 250, 100, 5.03
 55_4, 410, 310, 280, 10.55
 56_2, 270, 180, 150, 0.66
 57_2, 270, 180, 150, 1.67
 58_4, 410, 310, 280, 2.3
 59_2, 270, 180, 150, 2.2
 60_4, 410, 310, 280, 5.58
 61_4, 410, 310, 280, 9.95
 62_4, 410, 310, 280, 6.78
 63_1, 220, 190, 90, 0.32
 64_4, 410, 310, 280, 5.62
 65_4, 410, 310, 280, 4.95
 66_2, 270, 180, 150, 1.42
 67_1, 220, 190, 90, 0.16
 68_4, 410, 310, 280, 3.32
 69_3, 350, 250, 100, 3.51
 70_3, 350, 250, 100, 2.3
 71_2, 270, 180, 150, 2.19
 72_2, 270, 180, 150, 1.3
 73_5, 480, 380, 340, 20.54
 74_5, 480, 380, 340, 4.17
 75_3, 350, 250, 100, 2.4
 76_2, 270, 180, 150, 1.56
 77_3, 350, 250, 100, 3.45
 78_1, 220, 190, 90, 0.47
 79_4, 410, 310, 280, 9.62
 80_3, 350, 250, 100, 4.72
 81_2, 270, 180, 150, 0.21
 82_3, 350, 250, 100, 1.81
 83_4, 410, 310, 280, 0.97
 84_3, 350, 250, 100, 2.15
 85_3, 350, 250, 100, 3.96
 86_1, 220, 190, 90, 0.68
 87_3, 350, 250, 100, 6.34
 88_2, 270, 180, 150, 1.1
 89_1, 220, 190, 90, 0.77
 90_4, 410, 310, 280, 3.9
 91_3, 350, 250, 100, 6.18
 92_2, 270, 180, 150, 2.02
 93_5, 480, 380, 340, 24.97
 94_3, 350, 250, 100, 1.29
 95_1, 220, 190, 90, 0.37
 96_3, 350, 250, 100, 2.41
 97_1, 220, 190, 90, 0.99
 98_2, 270, 180, 150, 1.34
 99_2, 270, 180, 150, 1.26
 100_4, 410, 310, 280, 0.38
 
