1_5, 480, 380, 340, 22.94
 2_1, 220, 190, 90, 0.97
 3_3, 350, 250, 100, 0.8
 4_4, 410, 310, 280, 2.41
 5_3, 350, 250, 100, 1.35
 6_3, 350, 250, 100, 4.57
 7_1, 220, 190, 90, 0.42
 8_3, 350, 250, 100, 0.14
 9_4, 410, 310, 280, 2.15
 10_3, 350, 250, 100, 6.27
 11_3, 350, 250, 100, 3.34
 12_1, 220, 190, 90, 0.91
 13_5, 480, 380, 340, 16.07
 14_2, 270, 180, 150, 1.61
 15_1, 220, 190, 90, 0.26
 16_4, 410, 310, 280, 4.28
 17_5, 480, 380, 340, 0.02
 18_5, 480, 380, 340, 29.86
 19_1, 220, 190, 90, 0.95
 20_1, 220, 190, 90, 0.2
 21_2, 270, 180, 150, 2.38
 22_3, 350, 250, 100, 0.25
 23_3, 350, 250, 100, 1.75
 24_1, 220, 190, 90, 0.64
 25_2, 270, 180, 150, 2.44
 26_3, 350, 250, 100, 4.37
 27_2, 270, 180, 150, 0.7
 28_2, 270, 180, 150, 0.32
 29_3, 350, 250, 100, 0.85
 30_5, 480, 380, 340, 3.17
 31_3, 350, 250, 100, 0.57
 32_1, 220, 190, 90, 0.74
 33_2, 270, 180, 150, 1.39
 34_4, 410, 310, 280, 5.69
 35_4, 410, 310, 280, 2.27
 36_3, 350, 250, 100, 4.81
 37_2, 270, 180, 150, 1.48
 38_4, 410, 310, 280, 0.35
 39_1, 220, 190, 90, 0.73
 40_4, 410, 310, 280, 4.12
 41_2, 270, 180, 150, 1.65
 42_1, 220, 190, 90, 0.42
 43_3, 350, 250, 100, 5.4
 44_1, 220, 190, 90, 0.38
 45_1, 220, 190, 90, 0.5
 46_3, 350, 250, 100, 1.07
 47_1, 220, 190, 90, 0.19
 48_3, 350, 250, 100, 0.34
 49_4, 410, 310, 280, 6.43
 50_2, 270, 180, 150, 1.74
 51_5, 480, 380, 340, 11.47
 52_2, 270, 180, 150, 1.84
 53_4, 410, 310, 280, 8.28
 54_1, 220, 190, 90, 0.05
 55_4, 410, 310, 280, 4.27
 56_1, 220, 190, 90, 0.18
 57_1, 220, 190, 90, 0.41
 58_2, 270, 180, 150, 0.51
 59_3, 350, 250, 100, 3.91
 60_5, 480, 380, 340, 1.59
 61_5, 480, 380, 340, 25.73
 62_4, 410, 310, 280, 8.89
 63_4, 410, 310, 280, 1.47
 64_3, 350, 250, 100, 3.83
 65_4, 410, 310, 280, 5.4
 66_5, 480, 380, 340, 3.85
 67_1, 220, 190, 90, 0.28
 68_3, 350, 250, 100, 0.94
 69_5, 480, 380, 340, 2.94
 70_4, 410, 310, 280, 4.18
 71_3, 350, 250, 100, 2.49
 72_3, 350, 250, 100, 0.71
 73_3, 350, 250, 100, 2.56
 74_3, 350, 250, 100, 5.19
 75_4, 410, 310, 280, 5.23
 76_4, 410, 310, 280, 6.28
 77_1, 220, 190, 90, 0.48
 78_5, 480, 380, 340, 2.77
 79_2, 270, 180, 150, 1.21
 80_5, 480, 380, 340, 15.44
 81_3, 350, 250, 100, 6.31
 82_5, 480, 380, 340, 4.26
 83_4, 410, 310, 280, 9.36
 84_3, 350, 250, 100, 3.66
 85_3, 350, 250, 100, 6.14
 86_3, 350, 250, 100, 0.62
 87_2, 270, 180, 150, 2.01
 88_1, 220, 190, 90, 0.51
 89_5, 480, 380, 340, 27.02
 90_2, 270, 180, 150, 0.54
 91_4, 410, 310, 280, 7.95
 92_4, 410, 310, 280, 1.75
 93_3, 350, 250, 100, 2.75
 94_4, 410, 310, 280, 1.43
 95_3, 350, 250, 100, 1.73
 96_3, 350, 250, 100, 1.17
 97_4, 410, 310, 280, 3.15
 98_1, 220, 190, 90, 0.34
 99_4, 410, 310, 280, 2.55
 100_2, 270, 180, 150, 0.17
 
