1_2, 270, 180, 150, 0.94
 2_4, 410, 310, 280, 6.37
 3_2, 270, 180, 150, 1.95
 4_3, 350, 250, 100, 0.21
 5_5, 480, 380, 340, 9.97
 6_4, 410, 310, 280, 2.44
 7_2, 270, 180, 150, 1.25
 8_4, 410, 310, 280, 6.97
 9_5, 480, 380, 340, 8.33
 10_3, 350, 250, 100, 4.75
 11_2, 270, 180, 150, 0.18
 12_3, 350, 250, 100, 0.86
 13_3, 350, 250, 100, 6.34
 14_4, 410, 310, 280, 0.75
 15_1, 220, 190, 90, 0.11
 16_3, 350, 250, 100, 1.98
 17_3, 350, 250, 100, 4.79
 18_1, 220, 190, 90, 0.92
 19_1, 220, 190, 90, 0.46
 20_3, 350, 250, 100, 2.9
 21_3, 350, 250, 100, 5.01
 22_4, 410, 310, 280, 2.7
 23_3, 350, 250, 100, 0.25
 24_1, 220, 190, 90, 0.05
 25_2, 270, 180, 150, 2.37
 26_5, 480, 380, 340, 2.51
 27_3, 350, 250, 100, 1.84
 28_3, 350, 250, 100, 2.89
 29_1, 220, 190, 90, 0.02
 30_3, 350, 250, 100, 4.1
 31_4, 410, 310, 280, 5.21
 32_1, 220, 190, 90, 0.74
 33_2, 270, 180, 150, 1.57
 34_4, 410, 310, 280, 0.87
 35_1, 220, 190, 90, 0.33
 36_4, 410, 310, 280, 4.84
 37_5, 480, 380, 340, 20.56
 38_3, 350, 250, 100, 5.15
 39_1, 220, 190, 90, 0.59
 40_3, 350, 250, 100, 4.05
 41_4, 410, 310, 280, 9.84
 42_3, 350, 250, 100, 4.52
 43_1, 220, 190, 90, 0.53
 44_3, 350, 250, 100, 3.91
 45_5, 480, 380, 340, 15.53
 46_3, 350, 250, 100, 0.18
 47_4, 410, 310, 280, 6.13
 48_3, 350, 250, 100, 2.3
 49_3, 350, 250, 100, 4.54
 50_1, 220, 190, 90, 0.82
 51_5, 480, 380, 340, 11.31
 52_3, 350, 250, 100, 1.37
 53_3, 350, 250, 100, 5.83
 54_3, 350, 250, 100, 4.83
 55_3, 350, 250, 100, 2.73
 56_5, 480, 380, 340, 17.2
 57_3, 350, 250, 100, 1.71
 58_2, 270, 180, 150, 0.45
 59_4, 410, 310, 280, 4.69
 60_2, 270, 180, 150, 1.6
 61_3, 350, 250, 100, 0.06
 62_3, 350, 250, 100, 4.49
 63_3, 350, 250, 100, 2.78
 64_5, 480, 380, 340, 12.57
 65_1, 220, 190, 90, 0.09
 66_2, 270, 180, 150, 0.48
 67_3, 350, 250, 100, 3.47
 68_5, 480, 380, 340, 15.93
 69_4, 410, 310, 280, 8.72
 70_5, 480, 380, 340, 16.36
 71_1, 220, 190, 90, 0.25
 72_3, 350, 250, 100, 3.4
 73_1, 220, 190, 90, 0.98
 74_3, 350, 250, 100, 2.51
 75_3, 350, 250, 100, 1.34
 76_2, 270, 180, 150, 1.84
 77_4, 410, 310, 280, 1.83
 78_5, 480, 380, 340, 9.99
 79_4, 410, 310, 280, 6.53
 80_3, 350, 250, 100, 6.35
 81_1, 220, 190, 90, 0.6
 82_3, 350, 250, 100, 6.29
 83_4, 410, 310, 280, 6.81
 84_4, 410, 310, 280, 4.92
 85_5, 480, 380, 340, 1.5
 86_3, 350, 250, 100, 1.34
 87_5, 480, 380, 340, 23.25
 88_5, 480, 380, 340, 23.24
 89_2, 270, 180, 150, 0.13
 90_2, 270, 180, 150, 2.34
 91_1, 220, 190, 90, 0.81
 92_5, 480, 380, 340, 1.64
 93_2, 270, 180, 150, 1.65
 94_1, 220, 190, 90, 0.06
 95_4, 410, 310, 280, 7.01
 96_1, 220, 190, 90, 0.23
 97_2, 270, 180, 150, 0.15
 98_2, 270, 180, 150, 0.81
 99_1, 220, 190, 90, 0.53
 100_2, 270, 180, 150, 0.61
 
