1_3, 350, 250, 100, 3.98
 2_4, 410, 310, 280, 8.71
 3_2, 270, 180, 150, 2.09
 4_3, 350, 250, 100, 1.96
 5_3, 350, 250, 100, 4.45
 6_4, 410, 310, 280, 5.32
 7_3, 350, 250, 100, 4.23
 8_3, 350, 250, 100, 0.08
 9_1, 220, 190, 90, 0.86
 10_4, 410, 310, 280, 8.35
 11_4, 410, 310, 280, 2.77
 12_4, 410, 310, 280, 5.1
 13_3, 350, 250, 100, 1.99
 14_3, 350, 250, 100, 1.54
 15_3, 350, 250, 100, 4.39
 16_4, 410, 310, 280, 10.58
 17_3, 350, 250, 100, 3.6
 18_4, 410, 310, 280, 5.42
 19_2, 270, 180, 150, 2.31
 20_4, 410, 310, 280, 3.79
 21_3, 350, 250, 100, 3.3
 22_1, 220, 190, 90, 0.44
 23_2, 270, 180, 150, 1.09
 24_3, 350, 250, 100, 2.08
 25_4, 410, 310, 280, 5.74
 26_2, 270, 180, 150, 0.63
 27_2, 270, 180, 150, 0.5
 28_1, 220, 190, 90, 0.41
 29_4, 410, 310, 280, 2.21
 30_5, 480, 380, 340, 15.52
 31_4, 410, 310, 280, 2.08
 32_4, 410, 310, 280, 2.37
 33_3, 350, 250, 100, 4.63
 34_2, 270, 180, 150, 1.02
 35_5, 480, 380, 340, 1.63
 36_5, 480, 380, 340, 2.62
 37_3, 350, 250, 100, 4.33
 38_1, 220, 190, 90, 0.08
 39_3, 350, 250, 100, 1.86
 40_4, 410, 310, 280, 3.7
 41_5, 480, 380, 340, 27.06
 42_5, 480, 380, 340, 19.09
 43_5, 480, 380, 340, 7.86
 44_3, 350, 250, 100, 3.88
 45_3, 350, 250, 100, 4.74
 46_1, 220, 190, 90, 0.31
 47_3, 350, 250, 100, 5.75
 48_5, 480, 380, 340, 1.16
 49_2, 270, 180, 150, 1.12
 50_2, 270, 180, 150, 1.79
 51_2, 270, 180, 150, 1.88
 52_5, 480, 380, 340, 13.29
 53_4, 410, 310, 280, 2.39
 54_3, 350, 250, 100, 1.95
 55_3, 350, 250, 100, 0.3
 56_4, 410, 310, 280, 4.47
 57_1, 220, 190, 90, 0.58
 58_3, 350, 250, 100, 2.71
 59_2, 270, 180, 150, 1.49
 60_5, 480, 380, 340, 4.94
 61_2, 270, 180, 150, 0.51
 62_5, 480, 380, 340, 18.34
 63_3, 350, 250, 100, 4.96
 64_3, 350, 250, 100, 5.17
 65_3, 350, 250, 100, 4.62
 66_4, 410, 310, 280, 10.81
 67_3, 350, 250, 100, 1.12
 68_4, 410, 310, 280, 8.87
 69_2, 270, 180, 150, 1.36
 70_2, 270, 180, 150, 2.01
 71_1, 220, 190, 90, 0.38
 72_3, 350, 250, 100, 2.28
 73_1, 220, 190, 90, 0.32
 74_3, 350, 250, 100, 4.69
 75_3, 350, 250, 100, 6.43
 76_4, 410, 310, 280, 6.6
 77_4, 410, 310, 280, 1.81
 78_5, 480, 380, 340, 6.72
 79_3, 350, 250, 100, 5.97
 80_2, 270, 180, 150, 2.47
 81_4, 410, 310, 280, 9.07
 82_4, 410, 310, 280, 2.08
 83_3, 350, 250, 100, 4.31
 84_3, 350, 250, 100, 2.46
 85_3, 350, 250, 100, 4.52
 86_3, 350, 250, 100, 4.54
 87_3, 350, 250, 100, 5.62
 88_3, 350, 250, 100, 2.34
 89_1, 220, 190, 90, 0.01
 90_1, 220, 190, 90, 0.47
 91_2, 270, 180, 150, 1.38
 92_3, 350, 250, 100, 1.37
 93_2, 270, 180, 150, 2.06
 94_1, 220, 190, 90, 0.53
 95_3, 350, 250, 100, 5.08
 96_4, 410, 310, 280, 3.06
 97_1, 220, 190, 90, 0.52
 98_5, 480, 380, 340, 1.31
 99_3, 350, 250, 100, 3.74
 100_3, 350, 250, 100, 4.89
 
